id,name,price,rating_average,category,solds,cluster
1148,Laptop HP ProBook 450 G9 (6M0Y8PA) (i5-1235U | 8GB | 256GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,23628000,1,Laptop Truyền Thống,1,7
1149,Laptop HP 240 G9 6L1X7PA (i3-1215U | 8GB | 256GB | Intel Iris Xe Graphics | 14' FHD | Win 11) Hàng chính hãng,11190000,1,Laptop Truyền Thống,1,25
1150,"Laptop HP 15s fq2711TU i3 1115G4/8GB/256GB/15.6""FHD/Win 11 (7C0R6PA) Vàng - Hàng Chính Hãng",11760000,1,Laptop Truyền Thống,1,25
1151,Laptop HP Pavilion X360 14-ek0132TU 7C0W4PA (i7-1255U | 16GB | 512GB | Intel Iris Xe Graphics | 14' FHD Touch | Win 11) Hàng chính hãng,24358000,1,Laptop Truyền Thống,1,7
1152,Laptop HP 240 G9 6L1Y3PA (i5-1235U | 8GB | 512GB | VGA MX550 2GB | 14' FHD | Win 11) Hàng chính hãng,20290000,1,Laptop Truyền Thống,1,7
1153,Laptop HP Pavilion 15-eg2088TU 7C0R0PA (i7-1260P | 16GB | 512GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,26388000,1,Laptop Truyền Thống,1,67
1154,Laptop HP VICTUS 16-e1106AX 7C0T1PA (R5-6600H | 8GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,26490000,1,Laptop Gaming,1,149
1155,Laptop ASUS ExpertBook B1 B1402 - B1402CV (Intel Core i7-1355U | RAM 16GB | 512GB SSD | 14 inch Full HD | Win 11 bản quyền) - Hàng Chính Hãng,17999000,1,Laptop 2 trong 1,1,59
1156,Laptop Dell Inspiron 3520 N5I5122W1 - Hàng Chính Hãng (chỉ giao HN và một số khu vực),17500000,1,Laptop Truyền Thống,1,91
1157,Laptop HP VICTUS 16-d1187TX (7C0S4PA) (i7-12700H | 8GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,32990000,1,Laptop Gaming,1,5
1158,Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB007MVN | AMD Ryzen 7 6800H | 16GB | 512GB SSD | RTX 3050 Ti 4GB | 15.6 inch Full HD IPS 120Hz | Win 11 | LED KEY RGB | Hàng chính hãng,24700000,1,Laptop Gaming,1,149
1159,Laptop Lenovo ThinkPad X260 - Intel Core i5 6200 / Ram 8Gb / ssd 256Gb - Hàng Chính Hãng,3890000,1,Laptop Gaming,1,146
1160,Laptop HP Victus 16-e0177AX (4R0U9PA) R5-5600H | 8GB | 512GB | GTX 1650 4GB Hàng chính hãng,26436000,1,Laptop Gaming,1,149
1161,Laptop HP ProBook 440 G10 873A8PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Bạc) - Hàng chính hãng,21490000,1,Laptop Truyền Thống,1,7
1162,Laptop HP 240 G8 617L3PA (i5-1135G7 | 4GB | 512GB | Intel Iris Xe Graphics | 14' FHD | Win 11) Hàng chính hãng,17590000,1,Laptop Truyền Thống,1,91
1163,Laptop HP Pavilion 15 eg2059TU 6K789PA | Intel Alder Lake Core i5 _ 1240P | 8GB | 256GB SSD PCIe | Intel Iris Xe Graphics | 15.6 inch Full HD IPS | Win 11 | Hàng chính hãng,14850000,1,Laptop Truyền Thống,1,48
1164,Laptop Lenovo IdeaPad 5 15ITL05 82FG01HPVN i5-1135G7|16GB|512GB|Intel Iris Xe|WIN 11 - Hàng chính hãng,16740000,1,Laptop Truyền Thống,1,48
1165,"Máy Tính Xách Tay Laptop HP 15S-FQ4006TU 15.6"" FHD  Core i7-1195G7 8GB RAM 256GB SSD Win 11 Natural Silver - Hàng Chính Hãng",18360000,1,Laptop Truyền Thống,1,91
1166,"Laptop Lenovo IdeaPad 1 15AMN7 (82VG0022VN)- (R5 7520U/8GB/512GB/15.6""FHD/Win 11) - Hàng Chính Hãng",11520000,1,Laptop Truyền Thống,1,25
1167,Laptop HP Probook 450 G9 (6M0Z9PA) i7-1255U|16GB|512GB|15.6FHD|Intel Iris Xe|W11SL - Hàng Chính Hãng,24990000,1,Laptop Truyền Thống,1,67
1168,Laptop Dell Inspiron 14 7420 1YT85(Intel Core i7-1255U/ 16GB/ 512GB SSD NVMe/ 14'' FHD/ Win11 Home SL) - Hàng Chính Hãng,36922800,1,Laptop Gaming,1,130
1169,"Laptop HP Pavilion 14-dv2076TU (7C0P4PA)/ Warm Gold/ Intel Core i5-1235U (upto 4.4Ghz, 12MB)/RAM 8GB/ 256GB/ Intel Iris Xe Graphics/ 14inch FHD/ Win 11H - Hàng CHính Hãng",18290000,1,Laptop Truyền Thống,1,91
1170,Laptop Gigabyte A5 K1-AVN1030SB (R5-5600H | 8GB | 512GB | GeForce RTX 3060 6GB | Win 11) Hàng chính hãng,22990000,1,Laptop Gaming,1,100
1171,Laptop HP 15s-fq5163TU ( 7C135PA ) | Natural Silver | Intel Core i5-1235U | RAM 8GB | 256GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | 3 Cell | Win 11H | 1Yr- Hàng chính hãng,14725000,1,Laptop Truyền Thống,1,48
1172,Máy Tính Xách Tay Laptop HP Pavilion 14-DV2032TU (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14FHD/ Windows 11 Home/ Gold) - Hàng Chính Hãng,22080000,1,Laptop Truyền Thống,1,7
1173,Laptop Lenovo ThinkBook 14 G2 ITL (20VD00XXVN) (i3 1115G4 | 8GB RAM | 512GB SSD | 14 FHD | Dos | Xám) - Hàng Chính Hãng,14388000,1,Laptop - Máy Vi Tính - Linh kiện,1,57
1174,Laptop HP 240 G9 (6L1Y2PA) (i5-1235U | 8GB | 512GB | Intel Iris Xe Graphics | 14' FHD | Win 11) Hàng chính hãng,18590000,1,Laptop Truyền Thống,1,91
1175,Laptop Asus Vivobook 14 X1404VA-NK125W (Core i5 1335U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa) - Hàng Chính Hãng - Bảo Hành 24 Tháng.,13190000,1,Laptop Truyền Thống,1,25
1176,Laptop Dell Inspiron 5620 N6I7004W1 (Core i7 - 1255U/16GB/512GB/MX570 2GB/16inch FHD+/Win 11/Office/Bạc) Hàng chính hãng,34788000,1,Laptop Truyền Thống,1,33
1177,Laptop Dell Vostro 3400 V4I7015W1 - Hàng chính hãng,28483200,1,Laptop Truyền Thống,1,67
1178,"Laptop Dell Vostro 5320 V3I7005W-Gray (Core i7-1260P/16 GB/512 GB/Intel Iris Xe/13,3"" FHD+/Windows 11/Office/Xám) Hàng chính hãng",31911600,1,Laptop Truyền Thống,1,67
1179,Laptop Dell Inspiron T7430 N7430I58W1 (Intel Core i5 1335U | 8GB | 512GB | Intel Iris Xe | 14 inch FHD + | Cảm ứng | Win 11 | Office | Bạc) - Hàng Chính Hãng - Bảo Hành 12 Tháng,21590000,1,Laptop Truyền Thống,1,7
1180,Laptop HP 14s-dq5102TU 7C0Q1PA (i7-1255U | 8GB | 512GB | Intel Iris Xe Graphics | 14' FHD | Win 11) Hàng chính hãng,21590000,1,Laptop Truyền Thống,1,7
1181,Laptop Asus Expertbook B1502 - B1502CV (Intel Core i3-1315U | RAM 8GB | 512GB SSD | 15.6 inch Full HD | Win 11 bản quyền) - Hàng Chính Hãng,10490000,1,Laptop 2 trong 1,1,59
1182,Laptop Acer Aspire 7 A715-76-57CY (i5-12450H | 8GB | 512GB | 15.6' FHD) Hàng chính hãng,16990000,1,Laptop - Máy Vi Tính - Linh kiện,1,57
1183,"Máy Tính Xách Tay Laptop Lenovo IdeaPad 1 15AMN7 (R5 7520U/8GB/512GB/15.6""FHD/Win 11) - Hàng Chính Hãng",11520000,1,Laptop Truyền Thống,1,25
1184,Laptop Dell Inspiron 14 5420 (70295791) i7-1255U RAM 16GB/ 1TB SSD/ MX570/ 14inch FHD/ Win 11H + Office H&ST - Hàng Chính Hãng,34800000,1,Laptop Truyền Thống,1,33
1185,Laptop DELL Inspiron 14 5420 (DGDCG2)/ Bạc/ Intel Core i7-1255U /RAM 8GB/512GB SSD/ Windows 11 + Office - Hàng chính hãng,29656800,1,Laptop Truyền Thống,1,67
1186,Laptop Dell Inspiron N3511 P112F001CBL(Intel Core i3-1115G4/ 4GB/ 256GB SSD/ 15.6'' FHD/ Win11 Home SL) - Hàng Chính Hãng,12780000,1,Laptop Truyền Thống,1,25
1187,"Lenovo ThinkPad L460 (Intel Celeron 3955U , RAM 8.0GB, 1x128GB SSD SATA III, Intel HD 510, MÀN HÌNH 14 INCH Tặng cặp + chuột không dây + bàn di chuột  - HÀNG CHÍNH HÃNG",3590000,1,Laptop Truyền Thống,1,25
1188,Laptop HP ProBook 440 G10 873B8PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Bạc) - Hàng chính hãng,26090000,1,Laptop Truyền Thống,1,67
1189,Laptop Lenovo IdeaPad 5 Pro 14ARH7 82SJ0026VN AMD R5-6600HS | 16GB | 512GB | AMD Radeon 660M Graphics | Win11 - Hàng chính hãng,21588000,1,Laptop - Máy Vi Tính - Linh kiện,1,32
1190,Laptop MSI Modern 15 B12M - 487VN (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black) - Hàng Chính Hãng - Bảo Hành 24 Tháng,16099000,1,Laptop Truyền Thống,1,48
1191,Laptop Asus Vivobook Go 14 E1404FA-NK177W (Ryzen 5 7520U | 16GB | 512GB | 14 inch FHD | AMD Radeon Graphics | Win 11 | Bạc) - Hàng Chính Hãng,12390000,1,Laptop Truyền Thống,1,25
1192,"Laptop Acer Nitro Gaming AN515-58-773Y i7 12700H/8GB/512GB/15.6""FHD/3050Ti 4GB/Win11 Hàng Chính Hãng",36396000,1,Laptop Gaming,1,130
1193,Laptop HP Envy 13-ba1535TU (4U6M4PA) (i7-1165G7/RAM 8GB/512GB SSD/ Windows 11) - Hàng chính hãng,32990000,1,Laptop - Máy Vi Tính - Linh kiện,1,32
1194,Laptop HP ENVY X360 13-bf0090TU 76B13PA (Core i7-1250U | 16GB | 512GB | Intel Iris Xe | 13.3 inch 2.8K | Cảm ứng | Win 11 | Xanh) - Hàng Chính Hãng - Bảo Hành 12 Tháng Tại HP Việt Nam,27590000,1,Laptop Truyền Thống,1,67
1195,Laptop Asus TUF Gaming F15 FX507ZC4-HN074W (Intel Core i5-12500H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11 | Xám) - Hàng Chính Hãng - Bảo Hành 24 Tháng,19090000,1,Laptop Gaming,1,100
1196,Laptop Lenovo X1 Cacbon Core i7 / Core i5 / 16Gb / SSD nvme 256Gb Hàng chính hãng,5930100,1,Laptop Gaming,1,146
1197,Laptop Gigabyte G5 GE-51VN263SH (i5-12500H | 8GB | 512GB | GeForce RTX 3050 4GB | 15.6' FHD 144Hz | Win 11) Hàng chính hãng,24990000,1,Laptop Gaming,1,149
1198,Laptop Gigabyte G5 GE-51VN213SH (i5-12500H | 16GB | 512GB | GeForce RTX 3050 4GB | Win 11) Hàng chính hãng,25790000,1,Laptop Gaming,1,149
1199,"Laptop Dell Vostro 5370 (i5-8250U/ Ram 8GB/ SSD 256GB/ 13.3""FHD /Sliver/ W10/FG/Key_led) - HÀNG CHÍNH HÃNG",7990000,1,Laptop Truyền Thống,1,25
1200,"MSI Laptop Modern 15 B13M-297VN|Intel i7-1355U|Iris Xe |Ram 16GB|512GB SSD|15.6"" FHD, 60Hz, 45%",21990000,1,Laptop Truyền Thống,1,7
1201,Laptop HP 15s-fq5144TU 7C0R8PA (Core i7-1255U | 16GB | 512GB | Iris Xᵉ Graphics | 15.6 inch FHD | Windows 11 | Natural Silver) - Hàng Chính Hãng,22590000,1,Laptop Truyền Thống,1,7
1202,Laptop Lenovo V14 G2 ITL 82KA007DVN(Intel Core i7 _ 1165G7 | 8GB | 256GB SSD PCIe | VGA INTEL | 14 inch Full HD | FreeDos) Hàng chính hãng,14890000,1,Laptop Truyền Thống,1,48
1203,Laptop HP 340s G7 36A43PA (Core i5-1035G1/ 8GB/ 256GB/ 14 FHD/ Win10) - Hàng Chính Hãng,22800000,1,Laptop Truyền Thống,1,7
1204,Laptop DELL Vostro 3520/ core i3-1215U/8GB/512SSD/15.6FHD/120Hz/Win11+OFFICE2021/(5M2TT1) - Hàng chính hãng,17670000,1,Laptop Truyền Thống,1,91
1205,Máy tính xách tay Laptop HP Pavilion 15-eg2082TU (7C0Q5PA)/ Vàng/i5-1240P/ Ram 8GB/ 512GB SSD/ 15.6 inch FHD/ 3Cell 41WHr/ Win 11SL/1Yr - Hàng chính hãng,20028000,1,Laptop Truyền Thống,1,91
1206,Laptop Lenovo Yoga Slim 7 Carbon 14ACN6 82L0005BVN Ryzen 7-5800U | 16GB | 1TB SSD | MX450 - Hàng chính hãng,41460000,1,Laptop 2 trong 1,1,87
1207,Laptop ASUS TUF Gaming A15 FA507NV-LP061W (Ryzen 7-7735HS | 16GB | 1TB | RTX 4060 8GB | 15.6 inch FHD | Win 11 | Xám) - Hàng Chính Hãng - Bảo Hành 24 Tháng,28290000,1,Laptop Gaming,1,5
1208,Laptop MSI Modern 14 C13M-458VN i5-1335U | 8GB | 512GB |14' FHD | Win 11 Hàng chính hãng,17990000,1,Laptop Truyền Thống,1,91
1209,"NB HP 15s-fq5104TU-silver (Core i7-1255U/8GB /512GB SSD/15.6""HD/Win11 Home 64)_6K7E4PA -Hàng Chính Hãng ",18600000,1,Laptop Truyền Thống,1,91
1210,"Laptop HP Pavilion X360 14 ek0056TU i5 1235U/8GB/512GB/14""F/Touch/Pen/Win11/( 6L294PA )/Vàng - Hàng Chính hãng",24396000,1,Laptop 2 trong 1,1,59
1211,Laptop HP ProBook 450 G10 873J7PA (Core i5 1340P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,23390000,1,Laptop Truyền Thống,1,7
1212,Laptop MSI Cyborg 15 A12VE-240VN (i7-12650H | 8GB | 512GB | GeForce RTX 4050 6GB | 15.6' FHD 144Hz | Win 11) Hàng chính hãng,27490000,1,Laptop Gaming,1,5
1213,Laptop MSI Modern 15 B13M-297VN i7-1355U | 16GB | 512GB | 15.6' FHD | Win 11 Hàng chính hãng,21990000,1,Laptop Truyền Thống,1,7
1214,Laptop HP 15s-fq2663TU 6K796PA (i3-1115G4/4GB/256GB SSD/15.6/ VGA ON/ Win11/ Silver)-Hàng Chính Hãng,10200000,1,Laptop Truyền Thống,1,25
1215,Laptop Gigabyte G5 GD-51VN123SO i5-11400H|16GB|512GB|RTX 3050 4GB|15.6' FHD 144Hz Hàng chính hãng,20490000,1,Laptop Gaming,1,100
1216,Laptop HP Pavilion 15-eg2084TU 7C0Q6PA (i5-1240P | 8GB | 256GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,15495000,1,Laptop Truyền Thống,1,48
1217,Laptop HP Pavilion 15-eg2064TX 7C0W8PA (i5-1235U | 8GB | 256GB | VGA MX550 2GB | 15.6' FHD | Win 11) Hàng chính hãng,20390000,1,Laptop Truyền Thống,1,7
1218,"Máy tính xách tay HP 240 G9 (6L1X7PA)/ Bạc/ Intel Core i3-1215U Processor (upto 4.4Ghz, 10MB)/ RAM 8GB/ 256GB SSD/ Intel UHD Graphics/ 14inch FHD/ Win 11SL/ 1Yr - Hàng chính hãng",12967000,1,Laptop Truyền Thống,1,25
1219,Laptop HP Pavilion 15-eg2087TU 7C0Q9PA (i3-1215U | 8GB | 256GB | Intel UHD Graphics | 15.6' FHD | Win 11) Hàng chính hãng,16310400,1,Laptop Truyền Thống,1,48
1220,Laptop HP Pavilion 15-eg2062TX 7C0W7PA (i5-1235U | 8GB | 512GB | VGA MX550 2GB | 15.6' FHD | Win 11) Hàng chính hãng,22788000,1,Laptop Truyền Thống,1,7
1221,LAPTOP ASUS EXPERTBOOK B1402CBA-EK0648W (I5 1235U/8GB RAM/256GB SSD/14 FHD/WIN11/ĐEN) - Hàng Chính Hãng - Bảo Hành 24 Tháng,12190000,1,Laptop Truyền Thống,1,25
1222,Laptop HP Pavilion 15-eg2065TX 7C0Q3PA (i5-1235U | 8GB | 256GB | VGA MX550 2GB | 15.6' FHD | Win 11) Hàng chính hãng,20390000,1,Laptop Truyền Thống,1,7
1223,Laptop HP Pavilion X360 14-ek0131TU 7C0P6PA (i3-1215U | 8GB | 256GB | Intel UHD Graphics | 14' FHD Touch | Win 11) Hàng chính hãng,15905000,1,Laptop - Máy Vi Tính - Linh kiện,1,57
1224,Laptop HP Pavilion 15-eg2056TU (6K786PA) (i5-1240P | 8GB | 512GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,18360000,1,Laptop Truyền Thống,1,91
1225,Laptop HP Pavilion 15-eg2063TX 7C0Q2PA (i5-1235U | 8GB | 512GB | VGA MX550 2GB | 15.6' FHD | Win 11) Hàng chính hãng,18990000,1,Laptop Truyền Thống,1,91
1226,Laptop HP Pavilion 15-eg2085TU 7C0Q7PA (i5-1240P | 8GB | 256GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,19188000,1,Laptop Truyền Thống,1,91
1227,Laptop Acer Aspire 3 A315 57 379K i3 1005G1/4GB/256GB/Win11 (NX.KAGSV.001) - Hàng Chính Hãng,9800000,1,Laptop Truyền Thống,1,25
1228,Laptop HP Pavilion 15-EG2036TX i5-1235U/8GB/512GB/Win11 6K782PA - Hàng chính hãng,19320000,1,Laptop Truyền Thống,1,91
1229,Laptop HP Pavilion X360 14-ek0135TU 7C0W5PA (i5-1235U | 8GB | 512GB | Intel Iris Xe Graphics | 14' FHD Touch | Win 11) Hàng chính hãng,23077200,1,Laptop - Máy Vi Tính - Linh kiện,1,32
1230,Laptop HP Pavilion 15-eg2083TU 7C0W9PA (i5-1240P | 8GB | 512GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,17363000,1,Laptop Truyền Thống,1,91
1231,Laptop Lenovo IdeaPad 1 15ALC7 82R400C1VN R7 5700U Ram 16GB SSD 512GB Windows 11 Xám - Hàng Chính Hãng,11990000,1,Laptop Truyền Thống,1,25
1232,"Máy Tính Xách Tay Laptop Dell Inspiron 3511D (Core i5-1135G7, 4GB, SSD 512GB, 15.6 inch FHD, VGA On, Win11) - Hàng Nhập Khẩu",16080000,1,Laptop Truyền Thống,1,48
1233,Laptop HP Pavilion 15-eg3035TX 8U6L7PA (Core i7 1355U/ 16GB/ 512GB SSD/ Nvidia GeForce MX550 2GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Gold) - Hàng chính hãng,26590000,1,Laptop - Máy Vi Tính - Linh kiện,1,32
1234,"Laptop LG gram 17'', Không hệ điều hành, Intel Core i5 Gen 12, 16Gb, 256GB, 17ZD90Q-G.AX51A5 - Hàng Chính Hãng",39990000,1,Laptop Truyền Thống,1,33
1235,"MSI Laptop Gaming Cao cấp Stealth 16 MercedesAMG A13VG-289VN|i9-13900H|RTX 4070|DDR5 32GB|16"" UHD OLED, DisplayHDR 600 [Hàng chính hãng]",80990000,1,Laptop Gaming,1,117
1236,Máy Tính Xách Tay Laptop Acer Aspire 3 A315 58 54XF i5 1135G7/8GB/512GB/Win11 (NX.AM0SV.007) - Hàng Chính Hãng,16500000,1,Laptop Truyền Thống,1,48
1237,"Máy tính Laptop HP EliteBook 640 G9 6M158PA (14"" Full HD/Intel Core i7-1255U/16GB/512GB SSD/Windows 11 Home) - Hàng chính hãng",30988800,1,Laptop Truyền Thống,1,67
1238,Laptop MSI Modern 15 B7M 231VN | CPU R5-7530U | RAM 16GB LPDDR4 | SSD 512GB PCIe | VGA Onboard | 15.6 FHD IPS | Win11 - Hàng Chính Hãng - Bảo Hành 24 Tháng Tại MSI Việt Nam,14990000,1,Laptop Truyền Thống,1,48
1239,Laptop Lenovo ThinkPad E14 Gen 5 21JK006QVA (Intel Core i5-1335U | 8GB | 512GB | Intel Iris Xe | 14 inch WUXGA | No OS | Đen) - Hàng Chính Hãng - Bảo Hành 24 Tháng,17690000,1,Laptop - Máy Vi Tính - Linh kiện,1,57
1240,Laptop HP Pavilion 15-eg2081TU 7C0Q4PA (i5-1240P | 16GB | 512GB | Intel Iris Xe Graphics | 15.6' FHD | Win 11) Hàng chính hãng,18242000,1,Laptop Truyền Thống,1,91
1241,Laptop Acer Aspire 3 A315-59-381E (NX.K6TSV.006) (i3 1215U/8GB RAM/512GB SSD/15.6 inch FHD/Win 11/Bạc) Hàng chính hãng,11040000,1,Laptop Truyền Thống,1,25
1242,Remote dành cho tivi led TCL Smart,57000,1,Root,1,12
1243,Android Tivi Box MXQ Pro 4K - Hàng Chính Hãng,429000,1,Điện Tử - Điện Lạnh,1,10
1244,Máy giặt Electrolux Inverter 9 kg EWF9024P5WB - chỉ giao Hà Nội,8490000,1,Máy giặt cửa ngang,1,21
1245,Tủ lạnh 2 cánh Panasonic 234 lít NR-TV261BPKV - Diệt khuẩn 99.99% - Tiết kiệm điện - Hàng chính hãng,8479000,1,Tủ lạnh nhiều cửa,1,98
1246,Tủ lạnh Hitachi Inverter 569 lít R-WB640VGV0 GBK,33589000,1,Điện Tử - Điện Lạnh,1,30
1247,GIÁ ĐỠ MÀN MÁY TÍNH GẮN BÀN F80 (17-27 INCH) - HÀNG NHẬP KHẨU,333000,1,Giá treo Tivi,1,37
1248,NẸP NHỰA BÁN NGUYỆT NHẬT BẢN - 1M/Cây - 10 Cây/Thùng - HÀNG CHÍNH HÃNG,847000,1,"Phụ kiện, linh kiện điện lạnh khác",1,77
1249,[HCM] Tủ Lạnh Electorlux EUM0930BD-VN / EUM0930AD-VN - Dung Tích 94L - Hàng Chính Hãng,3500000,1,Tủ lạnh,1,47
1250,"Chuột bay tích hơp điều khiển giọng nói có đèn LED, điều khiển chuột bay, có phím số, chuyên dùng cho Android box ILEPO MT1",206700,1,Điều khiển từ xa Tivi,1,16
1251,Mạch công tắc cảm biến tiệm cận V2 - nguồn nuôi 5V,139000,1,Điện Tử - Điện Lạnh,1,10
1252,Remote Điều khiển dành cho quạt Mitsubishi+ kèm pin 3V,62000,1,Điện Tử - Điện Lạnh,1,10
1253,Chuyển Hướng Gió Cục Nóng Hàng Dầy Dặn Đủ Kích Thước,219000,1,Root,1,12
1254,Tủ Lạnh Inverter LG 394 Lít GN-D372PS - Hàng chính hãng( Chỉ giao tại HCM),8524000,1,Tủ lạnh nhiều cửa,1,98
1255,Điều khiển tivi ASANZO 18K100,138000,1,Điều khiển từ xa Tivi,1,16
1256,Tủ lạnh Samsung Inverter 488 lít RF48A4000B4/SV - Chỉ giao HCM,15640000,1,Tủ lạnh nhiều cửa,1,105
1257,Smart Tivi SAMSUNG 4K 43inch UA43AU7002 - Hàng chính hãng (chỉ giao HCM),6010000,1,Smart Tivi - Android Tivi,1,66
1258,"Remote Điều Khiển Cho Máy Lạnh, Máy Điều Hòa LG AKB74955602",65000,1,Điện Tử - Điện Lạnh,1,10
1259,Remote Điều Khiển Cho Hộp TV FPT Play Box + (FPT Play Box 2019) Giọng Nói,169000,1,Điện Tử - Điện Lạnh,1,10
1260,Tủ lạnh mini dùng được cả trong nhà và trên xe hơi - 16L (giao hàng Toàn Quốc),1800000,1,Tủ lạnh mini,1,36
1261,Khung giá treo tivi di động AVA1500 hàng chính hãng model mới từ 32 - 65inch,1020000,1,Root,1,12
1262,Điều khiển dành cho tivi sony tìm kiếm giọng nói RMF-TX300P,198000,1,Điều khiển từ xa Tivi,1,16
1263,[SẢN PHẨM MỚI] SMART TV Coocaa 40 inch - Android 11 TV  Wifi Viền mỏng - Model 40S7G - Hàng chính hãng,4079000,1,Điện Tử - Điện Lạnh,1,10
1264,Giá treo tivi gắn tường đa năng tiện lợi cho tivi 45-70 inch,427780,1,Root,1,12
1265,Kẹp cá sấu - Đàu kẹp bình acquy - Giá tốt nhất,40000,1,"Phụ kiện, linh kiện điện lạnh khác",1,77
1266,"Remote Điều Khiển Dùng Cho Smart TV, Internet TV, LED TV SAMSUNG AA59-00582A - Hàng nhập khẩu",65000,1,Điện Tử - Điện Lạnh,1,10
1267,Smart Tivi Casper HD 32 inch 32HX6200,3039000,1,Điện Tử - Điện Lạnh,1,10
1268,Đồng hồ đo áp suất Gas máy lạnh HS-536C,325000,1,Root,1,12
1269,Tủ Lạnh 2 Cánh Panasonic 420 lít NR-BX471WGKV ngăn đá dưới - Ngăn đông mềm siêu tốc - Hàng chính hãng,21490000,1,Tủ lạnh nhiều cửa,1,105
1270,"Remote Điều Khiển Cho Máy Lạnh, Điều Hòa SHARP AH-X9UEW, AH-X12VEW, AH-X12STW, AH-X18VEW",50900,1,"Phụ kiện, linh kiện máy lạnh",1,19
1271,Máy giặt Electrolux Inverter 8 kg EWF8024D3WB - chỉ giao Hà Nội,6480000,1,Máy giặt cửa ngang,1,21
1273,Remote điều khiển quạt Vinawind điện cơ Thống Nhất ,39900,1,"Phụ kiện, linh kiện điện lạnh khác",1,77
1274,FPT Play Box S 2021 (T590) - Kết hợp Tivi Box và Loa thông minh - Điều khiển giọng nói thông minh không chạm - HÀNG CHÍNH HÃNG,1480000,1,"Android TV Box, Smart Box",1,71
1275,FPT Play Box S 2021 – Chính hãng FPT Telecom (Mã T590) – Kết hợp Tivi Box và Loa thông minh,1485000,1,"Android TV Box, Smart Box",1,71
1276,Tủ lạnh Panasonic Inverter 306 lít NR-TV341VGMV - Hàng chính hãng [Giao hàng toàn quốc],12890000,1,Tủ lạnh side by side,1,106
1277,Điều khiển điều hòa panasonic CS 2 Chiều,47000,1,"Phụ kiện, linh kiện máy lạnh",1,19
1278,Máy sấy Electrolux 9kg EDH903R9WB - Chỉ giao HCM,20499000,1,Máy sấy bơm nhiệt,1,86
1279,BÁNH TỲ ĐỠ LỒNG DÀNH CHO MÁY SẤY WHIRLPOOL & MAYTAG,180000,1,"Phụ kiện, linh kiện máy giặt",1,127
1280,Tủ lạnh mini 4L (Dùng cả trên oto xe hơi và trong nhà) - KEMI,920000,1,Tủ lạnh,1,47
1281,Đầu Thu Kỹ Thuật Số DVB T2 LTP STB-1306 Chính Hãng,287000,1,Điện Tử - Điện Lạnh,1,10
1282,"Combo 4 Cao su chống rung cục nóng điều hòa, máy lạnh",54000,1,Điện Tử - Điện Lạnh,1,10
1283,Nước rửa dàn lạnh máy lạnh AC-007.1,45000,1,"Phụ kiện, linh kiện máy lạnh",1,19
1284,Máy giặt Electrolux Inverter 8 kg EWF8024P5SB - chỉ giao HCM,7300000,1,Máy giặt cửa ngang,1,21
1285,Tủ lạnh 4 cánh ngăn đá trên Panasonic 550L NR-DZ601YGKV - Hàng chính hãng - Chỉ giao tại HCM,33990000,1,Tủ lạnh nhiều cửa,1,105
1286,"Remote Dùng Cho Máy Lạnh, Máy Điều Hòa DAIKIN FTKC25QVMV, FTKC35QVMV, FTKC50RVMV, ARC480A1",47000,1,Điện Tử - Điện Lạnh,1,10
1287,Anten City 5.1 - Hàng nhập khẩu,330000,1,Anten Tivi,1,51
1288,Tủ lạnh Mitsubishi Inverter 450 lít MR-CGX56EP-GBK-V - Hàng chính hãng (chỉ giao HCM),23990000,1,Tủ lạnh,1,75
1289,"Remote Điều Khiển Cho Smart TV, Internet TV SAMSUNG AA59-00594A (Kèm Pin AAA Maxell)",95000,1,Điều khiển từ xa Tivi,1,16
