id,name,price,rating_average,category,solds,cluster
1950,Quạt dành cho tủ lạnh SANYO ,99000,1,"Phụ kiện, linh kiện điện lạnh khác",1,77
1951,"khung treo tivi Led cố định 26-60INCH HOÀNG THỊNH ,HÀNG CHÍNH HÃNG.",79000,1,Giá treo Tivi,1,37
1953,Máy Rửa Chén Độc Lập Bosch HMH.SMS4IVI01P (Series 4) - 12 Bộ - 6 Chương Trình Rửa - Hàng Chính Hãng ,14160000,1,Máy rửa chén độc lập,1,120
1954,Khung treo tivi mâm áp tường 37 - 65 inch M65T - Hàng chính hãng,115000,1,Điện Tử - Điện Lạnh,1,10
1955,Túi vệ sinh máy lạnh RO _ túi bảo dưỡng điều hòa RO _ áo trùm vệ sinh máy lạnh RO _ RO05,99000,1,Điện Tử - Điện Lạnh,1,10
1956,"Giá Treo Tivi Xoay Góc đa năng P6 từ 32-70 inch, hàng Nhập Khẩu ",380000,1,Root,1,12
1957,Máy Nước Nóng Panasonic 4MP1VW (4500W),4030000,1,Máy nước nóng trực tiếp,1,61
1958,Tủ lạnh Samsung Inverter 488 lít RF48A4000B4/SV - Hàng chính hãng (chỉ giao HCM),15750000,1,Tủ lạnh,1,47
1959,Remote máy lạnh Daikin Inverter - Hàng chính hãng,224000,1,"Phụ kiện, linh kiện máy lạnh",1,19
1960,"Remote Điều Khiển Dành Cho SAMSUNG Smart Tivi, Internet TV BN59-01315D",43000,1,Điều khiển từ xa Tivi,1,16
1961,Tủ lạnh Toshiba Inverter 322 lít GR-RB405WE-PMV(06)-MG - Hàng chính hãng [Giao hàng toàn quốc],9880000,1,Tủ lạnh nhiều cửa,1,98
1962,Tủ lạnh mini Kemin 25L,3150000,1,Tủ lạnh mini,1,36
1963,Máy Giặt Sấy LG Inverter 9 Kg FV1409G4V - Chỉ Giao HCM,10955000,1,Máy giặt cửa ngang,1,21
1964,Tủ lạnh Panasonic Inverter 417 lít NR-BX471GPKV - Chỉ giao HCM,19620000,1,Tủ lạnh nhiều cửa,1,105
1965,Tủ lạnh Panasonic NR-SV280BPKV 255 lít  - Hàng chính hãng (chỉ giao HCM),10770000,1,Tủ lạnh,1,47
1966,"Công tắc số quạt 4 nút, 5 nút loại đầu bầu dục điều chỉnh tốc độ gió cho quạt cây, quạt bàn",12900,1,Root,1,12
1967,Tủ lạnh LG Inverter 635 Lít GR-D257WB - Hàng Chính Hãng - Chỉ Giao HCM,23490000,1,Tủ lạnh,1,75
1968,túi trùm vệ sinh điều hòa treo tường bạt bảo dưỡng điều hòa bao trùm máy lạnh tất cả các hãng,159000,1,Root,1,12
1969,Máy sấy thông hơi Electrolux 7.5kg UltimateCare 300 - EDV754H3WB [Hàng chính hãng],7680000,1,Máy sấy quần áo,1,69
1970,MOTER ĐẢO ĐIỆN THAY THẾ SENKO- ĐỒNG 100% - HÀNG CHÍNH HÃNG 3HT,179000,1,"Phụ kiện, linh kiện điện lạnh khác",1,77
1971,Giá treo tivi góc xoay đa năng 2 thanh đòn dùng cho tivi 26inch đến 43inch,170000,1,Điện Tử - Điện Lạnh,1,10
1972,"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng",3269000,1,Điện thoại Smartphone,1,144
1973,Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,3599000,1,Điện thoại Smartphone,1,3
1974,Điện thoại Xiaomi Redmi Note 12 Pro (8GB/256GB) - Hàng chính hãng,6629000,1,Điện thoại Smartphone,1,45
1975,Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,17229000,1,Điện thoại Smartphone,1,60
1976,Điện thoại Samsung Galaxy A24 - Hàng chính hãng,6084000,1,Điện thoại Smartphone,1,121
1977,Điện Thoại Xiaomi Redmi Note 13 Pro 8GB/128GB - Hàng Chính Hãng,6109000,1,Điện thoại Smartphone,1,121
1978,"Điện thoại Libero 5G III - 4/64GB Dimensity 700 ,Màn OLED ,Kháng nước IP57 - Hàng nhập khẩu nhật ",2269000,1,Điện thoại Smartphone,1,55
1979,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,17990000,1,Điện thoại Smartphone,1,60
1980,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,7164000,1,Điện thoại Smartphone,1,83
1981,"Điện thoại Xiaomi Redmi A2 2GB/32GB MediaTek Helio G36 , Pin 5000 mAh - Hàng chính hãng",1769000,1,Điện thoại Smartphone,1,143
1982,Điện thoại Tecno SPARK 20 (8+8)GB/128GB - Helio G85 | 5000 mAh | Sạc nhanh 18W | Hàng Chính Hãng,2869000,1,Điện thoại Smartphone,1,101
1983,Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,3725000,1,Điện thoại Smartphone,1,3
1984,Điện thoại Samsung Galaxy S24 Ultra 5G 256GB - Hàng Chính Hãng,26180000,1,Điện thoại Smartphone,1,1
1985,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Xanh lục - Hàng chính hãng,24590000,1,Điện thoại Smartphone,1,1
1986,Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,4409000,1,Điện thoại Smartphone,1,138
1987,"Điện thoại Ulefone Armor 14 pro (chống nước,chống va đập,pin khủng,pin 10.000mAh,Ram 8Gb,Rom 128Gb)- hàng chính hãng",5990000,1,Điện thoại Smartphone,1,133
1988,Apple iPhone 15 Pro,24490000,1,Điện thoại Smartphone,1,1
1989,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Xanh - Hàng chính hãng,5650000,1,Điện thoại Smartphone,1,133
1990,Điện thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,2699000,1,Điện thoại Smartphone,1,114
1991,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,2729000,1,Điện thoại Smartphone,1,114
1992,Điện Thoại Oppo Reno 8T 4G (8GB/256GB) - Hàng Chính Hãng,8136000,1,Điện thoại Smartphone,1,81
1993,Điện thoại OPPO A58 6GB/128GB Đen - Hàng chính hãng,4690000,1,Điện thoại Smartphone,1,118
1994,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,3589000,1,Điện thoại Smartphone,1,118
1995,"Điện thoại OUKITEL WP18 (Chống nước ,chống va đập, pin khủng 12500mAh, Ram 4GB ,Rom 32GB ,màn hình 5.93 inch,Điện thoại chắc chắn) – HÀNG CHÍNH HÃNG",3990000,1,Điện thoại Smartphone,1,125
1996,Điện thoại Samsung Galaxy A55 5G (8GB/128GB) - Hàng chính hãng,8839000,1,Điện thoại Smartphone,1,81
1997,"Điện thoại Xiaomi Redmi 13C (4+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",2890000,1,Điện thoại Smartphone,1,101
1998,Điện thoại Tecno SPARK 20c (8+8)GB/128GB - MTK G36 | 5000 mAh | Sạc nhanh 18W | Hàng Chính Hãng,2490000,1,Điện thoại Smartphone,1,80
1999,Điện thoại Samsung Galaxy A04e (3GB/32GB) - Hàng chính hãng,2325000,1,Điện thoại Smartphone,1,55
2000,[MỚI] Điện thoại vivo Y17s - Hàng chính hãng - Camera 50MP - Pin 5000 mAh - Sạc nhanh- RAM mở rộng đến 8GB,3790000,1,Điện thoại Smartphone,1,3
2001,Điện thoại Realme C60 (4GB/64GB) - Hàng Chính Hãng,2290000,1,Điện thoại Smartphone,1,55
2002,Điện Thoại Samsung A05 4GB/64GB - Hàng Chính Hãng,2349000,1,Điện thoại Smartphone,1,55
2003,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng ,4090000,1,Điện thoại Smartphone,1,125
2004,Điện thoại Realme C55 6GB/128GB Đen trời đêm - Hàng chính hãng,3990000,1,Điện thoại Smartphone,1,125
2005,Điện thoại Nokia C20 (2GB/16GB) - Hàng Chính Hãng,1289000,1,Điện thoại Smartphone,1,126
2006,Điện thoại Xiaomi Redmi Note 13 pro (8GB - 128GB) hàng chính hãng - Bảo hành 18 tháng,6490000,1,Điện thoại Smartphone,1,45
2007,Điện Thoại Samsung Galaxy S23+ 5G - Hàng Chính Hãng,28000000,1,Điện thoại Smartphone,1,131
2008,Điện thoại Samsung Galaxy S24 Ultra - Hàng chính hãng,33990000,1,Điện thoại Smartphone,1,135
2009,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,7164000,1,Điện thoại Smartphone,1,83
2010,Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,1,Điện thoại Smartphone,1,144
2011,Điện thoại Gaming Tecno POVA 4 8GB/128GB - Hàng Chính Hãng - MediaTek G99 | 6000mAh - 6.82 inch - Bảo hành 13 Tháng,3649000,1,Điện thoại Smartphone,1,3
2012,Điện thoại Realme C51 (4GB/128GB) - Hàng Chính Hãng,2590000,1,Điện thoại Smartphone,1,114
2013,Điện thoại Samsung Galaxy S24 8GB/256GB - Độc quyền Online - Hàng chính hãng,22990000,1,Điện thoại Smartphone,1,1
2014,Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,2556000,1,Điện thoại Smartphone,1,142
2015,"Điện Thoại Chắc Chắn OUKITEL WP23 PRO ( Ram 16Gb(8GB+8Gb),Rom 128GB ,Android13, Pin 10600mAh,Màn hình 6.52 ""HD + ,13MP camera Sau,chống nước,chống va đập)-hàng chính hãng",4990000,1,Điện thoại Smartphone,1,118
2016,Điện Thoại Samsung Galaxy S24 Ultra (12GB/256GB) - Hàng Chính Hãng,33990000,1,Điện thoại Smartphone,1,135
2017,Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính Hãng,3725000,1,Điện thoại Smartphone,1,3
2018,Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,1,Root,1,12
2019,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng,2890000,1,Điện Thoại - Máy Tính Bảng,1,148
2020,Điện thoại Xiaomi Redmi 13C (4GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,2890000,1,Điện thoại Smartphone,1,101
2021,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng ,4632000,1,Điện thoại Smartphone,1,125
2022,Điện Thoại Itel S23 128GB/16GB (8GB+8GB) | Pin 5000mAh | 6.6 Inch | Camera 50MP | 90Hz | Face ID - Hàng chính Hãng,2390000,1,Điện thoại Smartphone,1,55
2023,Điện thoại Oppo A18 - Hàng chính hãng,3419000,1,Điện thoại Smartphone,1,144
2024,Điện Thoại Itel S23 16GB(8GB+8GB)/256GB | Pin 5000mAh | 6.6 Inch | Camera 50MP | HÀNG CHÍNH HÃNG,2590000,1,Điện Thoại - Máy Tính Bảng,1,148
2025,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,2999000,1,Điện thoại Smartphone,1,101
2026,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng ,3269000,1,Điện thoại Smartphone,1,144
2027,Điện Thoại Xiaomi Redmi 13C 6GB/128GB - Hàng Chính Hãng,2919000,1,Điện thoại Smartphone,1,101
2028,Điện Thoại Xiaomi Redmi A2+ 3GB/64GB - Hàng Chính Hãng,1949000,1,Điện Thoại - Máy Tính Bảng,1,148
2029,Điện Thoại Oppo A57 4GB/128GB - Hàng Chính Hãng,4632000,1,Điện thoại Smartphone,1,118
2030,Điện Thoại Samsung A35 5G 8GB/128GB - Hàng Chính Hãng,6919000,1,Điện thoại Smartphone,1,83
2031,Điện thoại Samsung Galaxy S24 8GB/512GB - Độc quyền Online - Hàng chính hãng,25490000,1,Điện thoại Smartphone,1,1
2032,Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Đen - Hàng Chính Hãng (chỉ giao HN và một số khu vực),2400000,1,Điện thoại Smartphone,1,55
2033,Điện thoại OPPO Reno8T 4G - Hàng chính hãng,8136000,1,Điện thoại Smartphone,1,81
2034,Điện thoại Vivo Y36 (8GB/128GB) - Hàng Chính Hãng - Camera 50MP - Sạc Nhanh 44W,5190000,1,Điện thoại Smartphone,1,118
2035,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,3050000,1,Điện thoại Smartphone,1,101
2036,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,2490000,1,Điện Thoại - Máy Tính Bảng,1,148
2037,"Điện thoại siêu bền Oukitel WP33 Pro 5G (Loa to 136 dB (5W) ,Pin 22000mAh,màn hình 6,6 inch FHD+,Ram 24GB(8+16),Rom 256GB, Camera 64MP,sạc nhanh 33W)- hàng chính hãng",8990000,1,Điện thoại Smartphone,1,81
2038,Điện thoại Samsung Galaxy S24 Ultra 12GB/1TB - Độc quyền Online - Hàng chính hãng,39490000,1,Điện thoại Smartphone,1,135
2039,"Điện thoại thông minh siêu bền Oukitel WP28 (màn hình 6.52‘' ,HD+ ,pin 10600mAh ,Ram 15Gb(8GB+7Gb),Rom 256GB ,Android13, camera 48MP)-hàng chính hãng",4990000,1,Điện thoại Smartphone,1,118
2040,Điện thoại Samsung Galaxy A15 (8GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,4500000,1,Điện thoại Smartphone,1,138
2041,Điện thoại Samsung Galaxy S23 Ultra 512GB - Hàng chính hãng,36990000,1,Điện thoại Smartphone,1,135
2042,Điện thoại Samsung Galaxy S23 Plus 256GB - Hàng chính hãng,26990000,1,Điện thoại Smartphone,1,131
2043,Điện thoại Samsung Galaxy A05 (4GB/64GB) - Hàng chính hãng,2439000,1,Điện thoại Smartphone,1,101
2044,Điện Thoại Samsung A05 6GB/128GB - Hàng Chính Hãng,2979000,1,Điện thoại Smartphone,1,101
2045,Điện Thoại Oppo A57 4GB/64GB - Hàng Chính Hãng,4632000,1,Điện thoại Smartphone,1,118
2046,Điện thoại Samsung Galaxy A35 5G ( 8GB - 128GB ) - Hàng chính hãng,7490000,1,Điện thoại Smartphone,1,111
2047,Điện thoại OPPO A57 4GB/128GB Vàng - Hàng chính hãng,4632000,1,Điện thoại Smartphone,1,118
2048,Điện thoại OPPO A57 4GB/128GB Đen - Hàng chính hãng,3690000,1,Điện Thoại - Máy Tính Bảng,1,94
2049,Điện Thoại Samsung Galaxy A04e - Hàng Chính Hãng,2340000,1,Điện thoại Smartphone,1,55
2050,Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,3990000,1,Điện thoại Smartphone,1,125
2051,Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,1490000,1,Điện thoại Smartphone,1,143
2052,Điện Thoại Xiaomi Redmi Note 12S 8GB/256GB - Hàng Chính Hãng,4719000,1,Điện thoại Smartphone,1,118
2053,Apple iPhone 12,11490000,1,Điện thoại Smartphone,1,56
2054,"Điện thoại Xiaomi Redmi 9A 2GB/32GB - Chip MediaTek Helio G25 8 nhân (12 nm), Màn hình 6.53"" HD+, Camera 13MP, Pin 5000 - Hàng Chính Hãng",2148000,1,Điện thoại Smartphone,1,119
2055,Điện thoại Gaming Tecno POVA 4 8GB/128GB - Hàng Chính Hãng - MediaTek G99 | 6000mAh - 6.82 inch - Bảo hành 13 Tháng,3590000,1,Điện thoại Smartphone,1,3
2056,Điện thoại Xiaomi Redmi 12 (4GB-128GB) - Hàng Chính Hãng,3890000,1,Điện thoại Smartphone,1,3
2057,"Điện thoại OPPO A58 6GB/128GB , Sạc nhanh 33W - Hàng Chính Hãng",4399000,1,Điện thoại Smartphone,1,138
2058,Điện thoại Xiaomi Redmi Note 13 Pro 4G (8GB/128GB) - Hàng chính hãng,6359000,1,Điện thoại Smartphone,1,45
2059,Điện thoại Oppo A17k (3GB/64GB) - Hàng chính hãng,2579000,1,Điện thoại Smartphone,1,114
2060,Điện thoại Samsung Galaxy A55 5G - Hàng chính hãng,9900000,1,Điện thoại Smartphone,1,56
2061,Điện thoại Xiaomi Poco C65 - Hàng chính hãng,2989000,1,Điện Thoại - Máy Tính Bảng,1,148
2062,"Điện thoại siêu bền Ulefone Power Armor X11(chống nước,chống va đập , Ram8 GB(4gb+4gb),Rom 32 GB, NFC, Helio G25, WiFi 2.4G/5G, Pin 8150 Mah,)-hàng chính hãng",3490000,1,Điện thoại Smartphone,1,3
2063,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,5808000,1,Điện thoại Smartphone,1,133
2064,Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,2088000,1,Điện thoại Smartphone,1,142
2065,Điện thoại Xiaomi 13T 12GB-256GB - Hàng Chính Hãng,12990000,1,Điện thoại Smartphone,1,56
2066,Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng Chính Hãng,7164000,1,Điện thoại Smartphone,1,83
2067,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng,3059000,1,Điện thoại Smartphone,1,101
2068,Điện Thoại Vsmart Bee Lite 2GB/16GB - Hàng Chính Hãng,999000,1,Điện thoại Smartphone,1,126
2069,Điện thoại Samsung Galaxy S23 FE 256G - Độc quyền online - Hàng chính hãng,14890500,1,Điện thoại Smartphone,1,60
2070,Điện thoại Samsung Galaxy A14 LTE (4GB/128GB) - Hàng chính hãng,3625000,1,Điện thoại Smartphone,1,3
2071,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,3190000,1,Điện thoại Smartphone,1,107
2072,Apple iPhone 15,18990000,1,Điện thoại Smartphone,1,99
2073,Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,2509000,1,Điện thoại Smartphone,1,80
2074,Điện Thoại Xiaomi Redmi Note 13 6GB/128GB - Hàng Chính Hãng,4119000,1,Điện thoại Smartphone,1,125
2075,Điện Thoại Samsung Galaxy S24 8GB-256GB - Hàng chính hãng,22990000,1,Điện thoại Smartphone,1,1
2076,Điện Thoại POCO C65 (6GB/128GB) - Hàng Chính Hãng,2690000,1,Điện thoại Smartphone,1,114
2077,Điện Thoại POCO C65 (8GB/256GB) - Hàng Chính Hãng,2990000,1,Điện thoại Smartphone,1,101
2078,"Điện thoại Ulefone Armor 18T (Ram 12Gb,Rom 256Gb,Camera 108MP,camera nhiệt FLIR,Pin 9600 mAh,5G,chống nước,chống va đập)-hàng chính hãng",14990000,1,Điện thoại Smartphone,1,60
2079,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,1790000,1,Điện thoại Smartphone,1,143
2080,Điện Thoại OPPO A17K (3GB/64GB) - Hàng Chính Hãng,3276000,1,Điện thoại Smartphone,1,144
2081,Điện thoại Samsung Galaxy Z Fold 5 - Hàng chính hãng,29990000,1,Điện thoại Smartphone,1,131
2082,"Điện thoại OPPO A36 6GB/128GB, Chip Snapdragon 680 , Màn 90Hz , Rom Tiếng việt - Hàng nhập khẩu",3090000,1,Điện thoại Smartphone,1,101
2083,Điện thoại Xiaomi Redmi Note 13 Pro (8GB/128GB) - Hàng Chính Hãng,5990000,1,Điện thoại Smartphone,1,133
2084,Điện thoại Xiaomi Redmi 10 2022 (4GB/128GB) - Hàng chính hãng,2690000,1,Điện thoại Smartphone,1,114
2085,Điện thoại Samsung A05 4GB - hàng chính hãng,3037000,1,Điện thoại Smartphone,1,101
2086,Điện thoại Xiaomi Redmi A2+ (3GB/64GB) - Hàng chính hãng,2790000,1,Điện thoại Smartphone,1,101
2087,Điện thoại Tecno SPARK 10 Pro 8GB/256GB - Helio G88 | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,3329000,1,Điện thoại Smartphone,1,144
2088,Điện thoại OPPO A78 (8GB/256GB) - Hàng Chính Hãng,5990000,1,Điện thoại Smartphone,1,133
2089,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,3335000,1,Điện thoại Smartphone,1,144
2090,Điện thoại Oppo A57 (4GB/128GB) - Hàng chính hãng,4632000,1,Điện thoại Smartphone,1,118
2091,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,2690000,1,Điện thoại Smartphone,1,114
2092,Điện Thoại Samsung Galaxy A05s (4GB/128GB) - Hàng Chính Hãng ,3625000,1,Điện thoại Smartphone,1,3
2093,Điện Thoại Samsung Galaxy A55 5G (8GB/128GB)- Hàng Chính Hãng,9250000,1,Điện thoại Smartphone,1,56
2094,Điện Thoại Samsung Galaxy A35 5G (8GB/128GB)- Hàng Chính Hãng,7490000,1,Điện thoại Smartphone,1,111
2095,Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) ĐKH -  Hàng Chính Hãng,7164000,1,Điện thoại Smartphone,1,83
2096,Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính Hãng,3279000,1,Điện thoại Smartphone,1,144
2097,Điện thoại Tecno CAMON 20 Pro 8GB/256GB - Hàng Chính Hãng,4250000,1,Điện thoại Smartphone,1,125
2098,Điện thoại Tecno SPARK 10 Pro 8GB/128GB  Hàng chính hãng,2750000,1,Điện thoại Smartphone,1,114
2099,Điện thoại Tecno POVA 5 8GB/256GB  Hàng Chính Hãng,4150000,1,Điện thoại Smartphone,1,125
2100,Điện thoại Tecno POVA 5 8GB/128GB  Hàng Chính Hãng,3490000,1,Điện thoại Smartphone,1,3
2101,Điện thoại vivo Y03 (4GB+64GB) - Hàng chính hãng,2990000,1,Điện Thoại - Máy Tính Bảng,1,148
2102,Điện Thoại Xiaomi Redmi A1 2GB/32GB - Hàng Chính Hãng,1689000,1,Điện thoại Smartphone,1,143
2103,Điện Thoại Xiaomi POCO C65 8GB/256GB - Hàng Chính Hãng,3389000,1,Điện thoại Smartphone,1,144
2104,Điện thoại Realme C55 (8GB/256GB) - Hàng chính hãng ,4299000,1,Điện Thoại - Máy Tính Bảng,1,94
2105,Điện thoại Realme V30 (V30T) 4GB/128GB Dimensity 700 - Rom tiếng việt - Hàng nhập khẩu,2550000,1,Điện thoại Smartphone,1,114
2106,Điện Thoại Samsung Galaxy A15 LTE (8GB/128GB)- Đã Kích Hoạt Bảo Hành Điện tử - Hàng Chính Hãng,3990000,1,Điện thoại Smartphone,1,125
2107,Điện thoại Xiaomi Redmi A1 (2GB/32GB) - Hàng chính hãng,1750000,1,Điện thoại Smartphone,1,143
2108,Điện thoại di động Samsung A24 (6G/128G) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,5808000,1,Điện thoại Smartphone,1,133
2109,Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,8229000,1,Điện thoại Smartphone,1,81
2110,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Peacock Green,2088000,1,Điện thoại Smartphone,1,142
2111,"Điện thoại OUKITEL WP16 (pin 10.600mAh,  Ram 8Gb,Rom 128Gb, màn hình 6,39 in , Android 11, Máy ảnh nhìn ban đêm 20MP, chống nước IP68,chống va đập, hai SIM 4G, NFC..) – hàng chính hãng",5990000,1,Điện thoại Smartphone,1,133
2112,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3090000,1,Điện thoại Smartphone,1,101
2113,Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,3790000,1,Điện thoại Smartphone,1,3
2114,Điện Thoại Samsung A05s 4GB/128GB - Hàng Chính Hãng,3079000,1,Điện thoại Smartphone,1,101
2115,"Điện thoại AI Samsung Galaxy S24 Ultra 12GB/256GB, Camera 200MP Zoom 100x, S Pen - Đã Kích Hoạt Điện Tử - Hàng Chính Hãng",22990000,1,Điện thoại Smartphone,1,1
2116,"Điện thoại OPPO A2M 5G 6GB/128GB , Dimensity 6020 , Màn 90Hz , Rom tiếng việt - Hàng chính hãng",2890000,1,Điện thoại Smartphone,1,101
2117,Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2499000,1,Điện thoại Smartphone,1,80
2118,Điện thoại Samsung Galaxy S24 Plus 12GB-256GB - Hàng chính hãng,18890000,1,Điện thoại Smartphone,1,99
2119,Điện thoại Samsung Galaxy A25 5G (6GB/128GB) - Hàng chính hãng,5749000,1,Điện thoại Smartphone,1,133
2120,Điện thoại Realme C55 6GB/128GB Vàng nắng mai - Hàng chính hãng,3990000,1,Điện thoại Smartphone,1,125
2121,Điện thoại chắc chắn Ulefone Power Armor 18T Ultra (chụp ảnh nhiệt Camera FLIR5G 512GB ROM +24GB RAM)- hàng chính hãng,15990000,1,Điện Thoại - Máy Tính Bảng,1,22
2122,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,1690000,1,Điện thoại Smartphone,1,143
2123,Điện thoại Nokia C20 2GB/32GB Xanh - Hàng Chính Hãng,2390000,1,Điện thoại Smartphone,1,55
2124,Điện thoại Samsung Galaxy A14  (4GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,3625000,1,Điện thoại Smartphone,1,3
2125,Samsung Galaxy A34 5G A346E (8+128G) Silver Bạc - Hàng Chính Hãng (chỉ giao HN và một số khu vực),7164000,1,Điện thoại Smartphone,1,83
2126,"Điện thoại ZTE Blade A52 4GB l 64GB, Pin 5000mAh, Màn hình 6.52"", Camera AI Triple - Hàng chính hãng",3490000,1,Điện Thoại - Máy Tính Bảng,1,94
2127,"Oukitel wp30 Pro 5g SIÊU BỀN (sạc nhanh 120W ,pin 11000 mAh,màn hình 6.78 inch,Ram 24 GB(12gb + 12GB),Rom 512GB ,120Hz ,Android 13,camera 108mp)- hàng chính hãng",11990000,1,Điện thoại Smartphone,1,56
2128,Điện Thoại Oppo A57 (4GB/64GB) - Hàng Chính Hãng,4284000,1,Điện thoại Smartphone,1,125
2129,Điện Thoại Samsung M34 5G 8GB/128GB - Hàng Chính Hãng,5879000,1,Điện thoại Smartphone,1,133
2130,"Điện thoại oukitel wp23 ( chống nước,chống va đập,pin 10600mAh,Ram 4Gb.Rom 64Gb,màn hình 6.52 inch,mạng 2,3,4G,Android 13 )-hàng chính hãng",3990000,1,Điện thoại Smartphone,1,125
2131,Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,2400000,1,Điện thoại Smartphone,1,119
2132,Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,2190000,1,Điện thoại Smartphone,1,119
2133,"Điện thoại oukitel  wp21 (Ram 12Gb,Rom 256Gb ,chống sốc,chống nước,pin khủng, pin 9.800mAh) - hàng chính hãng",9970000,1,Điện thoại Smartphone,1,56
2134,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,4284000,1,Điện thoại Smartphone,1,125
2135,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Granite Gray,2088000,1,Điện thoại Smartphone,1,142
2136,Điện thoại Xiaomi Redmi A2 (2GB/32GB) - Hàng chính hãng,1789000,1,Điện thoại Smartphone,1,143
2137,Điện thoại Xiaomi Redmi 12 8GB/128GB - Hàng Chính Hãng,4390000,1,Điện thoại Smartphone,1,138
2138,Apple iPhone 15 Pro Max,29490000,1,Điện thoại Smartphone,1,131
2139,Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2350000,1,Điện thoại Smartphone,1,55
